Text,Label,TextLength
فرحه الكاس هى الاجمل مفيش كلام.,0,31
مش محتاج اكتب عنه حاجة هوا عارف نفسه بالنسبالى قريب جدا من تفكيرى و بيحب يوزن كل كلمة قبل ما يقولها .,1,101
من فوض امره لله ما خيبه ابدا فالله لا ياخذ منا انما يستبدل اشياء باشياء  تفاءلوا  .,1,83
هناك فئات من المجتمع عايزة الحرق .,1,34
سياتي فرح كثير  ليس لان الحزن قليل و لكن لان الله كبير.,1,55
تصدق اكتر حد واحشنى الكلام معاه فى ظل انقطاع النت عندى  متسالش عليا .,0,69
حكمه مسروقه من بروفايل واحد اهبل بامكاني ان ادمر العالم بس مامي قالتلي بلاش مشاكل  .,1,84
اللهم اجعلنا من اهل القران المتخلقين باخلاقه.,1,45
سافعل المستحيل من اجل ان اتخرج من الجامعه بتقدير جميل باذن الله .,1,65
من اجل الجنه اقم الصلاة و تصدق .,1,32
لان الاقصى مسؤوليتنا. ترقبوا  خلال ساعة باذن الله. مقطع من مونتاج اختي  ورحلة مع الوالد حفظه الله .,1,99
الموضوع مش موضوع هتاف حوالين الاقصى.لازم يجى اليوم اللى نطرد فيه الكلاب  الانجاس برا الارض المقدسة .,1,100
الناس اللي يستحون الثقه اهلهم ما يعطونهم الثقه والعكس .مش عارف ليه .,0,68
تخيلوا مجتمعنا من غير كذب .,1,27
مش عيب ان الانسان يكون طيب اوي .,1,32
انا عايش معاكم بس جوايا عالم تاني احلي بكتير من العالم اللي انا فيه .,1,69
اصلا الناس اللى عينيها زرقا وشعرهم اصفر دول جيناتهم بتبقى بايظه  .,0,66
ابقى قابلنى لو خرجنا تعادل من الماتش حتى .,1,42
الله رسمك جميل اوى .,1,20
ياناس ياللى هنا صباحكم صافى وجميل .,0,35
انا بقالي بتاع شهرين ماحلقتش .واليوم اللي انزل فيه احلق يطلع يوم الاتنين اجازة الحلاقين .,1,89
فيه ناس مش انطوائين ولا حاجة هما بس بيختاروا الناس اللي يتعاملوا معاهم .,0,72
والله طرازان مغلطش لما ساب الناس وراح يعيش مع الحيوانات .,0,57
مشكلة الانضمام للاخوان. الواحد هيدفع  من دخله .,1,47
انا بحب الكريب فراخ اكتر من البشر تقريبا .,1,42
الناس الاجتماعيين بتعملوها ازاي دي.  ده الواحد بيبقي مش طايق الناس اللي عارفهم اصلا.,0,84
حبيبي يوم مايبتسم الشمس بتطلع و تنور من تاني .,1,46
زحمه معانى جوه منى مش عارف اوصفها .فبالتالى مش لاقى حل .وعارف  انها بتكبر وبتسيطر عليا .,0,88
لما الحياة تبقى مش فارقة معاك يبقى إنت ابتديت تفهمها .,1,54
مبحبش اتكلم عن نفسى كتير .سميها غرور ، تناكة اى حاجة مش هيهمنى .,1,64
انتم اتقسمتوا على تويتر ناس بتشتم وناس مش فاهمه اى حاجة من اى حاجة .,1,68
الف تحية على الناس الكويسة .,0,28
بنتعلم من الاخوان الحرص الشديد في التعامل مع الناس .,0,52
مش بعرف اخد راحتي في الكلام .غير لما اخلي اللى معايا  يطلع موبايله برا الاوضه .,1,79
وكم من اسم يشبه اسمك ولكن لا يوجد من هو مثلك .,1,46
لما البنت يبقي عندها اخلاق وخجل بتجبر كل الناس علي احترامها .,0,61
مش عارف فجأة كده بقيت متفائل ان ممكن يطلع بلا  استفتاء دستور مصر.,1,65
انا انصح ان احنا نقرا الدستور بهدوء بدون اى ضغوط من اى طرف .,1,60
اكتر ناس مبسطوين مش اللى عندهم كل حاجة .أكتر ناس مبسطوين هما اللى راضيين .,1,74
لو الواحد معرفش يتجوز اللى بيحبها لا قدر الله. يبقى يجوز واحدة أجنبية ويشوف مصلحته بقى .مش هيبقى خراب من كله .,1,110
هى الرياضه كدا لو المسائله سهلة تغلط فيها ولو صعبة تحلها .,0,58
خرجت من بطن امي بمفردي ، وسوف ادفن بمفردي . فلا اؤمن بعبارة لا استطيع العيش بدونك .يعنى المركب اللى تودى .,1,106
هي مش سكتي بس انتي ربنا يوفقك ويعينك علي الايام الجاية .,1,56
مسلسل سارة لو اتعاد اكتر من ملون مرة بتفرج عليه بحبه اوى .,1,58
ادعولى اخد برائه بكره و يتلغى الحكم اللى عليا  .,0,48
هو مرسى مش واخد حقه خالص ولا واخد فرصة .,1,40
كان قلقان اول لما قولتله يلا نتقابل.  بس بقى من ارجل الناس معايا .,0,66
هو الواحد ناقص ناس مجنونة . كفايه عليا نفسي.,0,44
انا بمجرد اني اسمع الاكلات السورية اشبع .,0,41
القلب اللي القرأن دايما ساكنه مش بيموت ابدا .,1,45
مش كل حاجه نفسك فيها هتحصل بس كل حاجه فيها خير ليك ربنا هيخليهالك تحصل .,1,72
اليوم من كثر البرد ما بقتش حاسس برجلى .,1,39
فى الاخر هي مجرد تغريدات لا راحت ولا اجت .,1,42
الجزاء من جنس العمل .لو الشرطة ضربت المتظاهرين هنضرب احنا كمان .,1,64
حبيبي واخويا واكتر من اخويا كمان  .,1,35
هو ابو تريكه كافر ولا ايه . مش بيلعب ليه مع منتخب المسلمين ولا بيلعب و انا معرفش .,1,82
لو مشيت ورا قلبي هيوصلني للثلاجة . بحب الاكل اوى  .,1,51
تعبنا من كتر التعامل مع الناس اللي بوشين .,0,42
والله هى وجهات نظر .بس انا مقتنع بوجه نظرى .,0,44
هو صحيح جو المذاكرة ابن كلب .بس بفرح لما انجز حاجه فى المذاكرة .,0,64
بغض النظر انك ارهابيه من دوله شقيقه  .لكن ليكى وجهه نظر تحترم.,1,62
اللى بيسافر بره مصر بيبقى مش عايز يرجع تانى .,1,45
انت اخويا الصغير صاحب العقلية المحترمة .اللي من اول ما عرفته و انا قولت فيه حاجه حلوه .ان شاء الله اقابله قريب.,1,111
طبعا انا مبدعة وجامدة من يومي استنوا الشغل الجديد بقي .,1,55
فيه  من متوسطي الدخل مختارين عدلي منصور كافضل شخصية سياسية فى هذا العام.الناس اتهطلت ولا ايه .,0,94
من صعوبة الامتحانات بتخليك تكتب حاجات مش متوقعه بضمير مرتاح .,1,61
احيانا الحاجات الجميلة اللي بتحصل صدفة بتبقي احلي بكتير من الحاجات اللي كنت مستنيها بقالك كتير .,1,96
يا سيدي مش لازم تكوت انسان ناجح انت خليك انسان بس بجد وربنا يكرمك .,1,67
الاهتمام بشكل وترتيب البيت هو نوع من الاهتمام بالضيف اللي جاي .,1,63
انا مش متكبرة بس الناس التافهة مش بحب اديها وش .,0,48
انا مستحيل اكل سمك حتى لو ميته من الجوع .,1,41
الموضوع ملوش دعوه بالدراسه ، مرسى معاه دكتوراه من امريكا .شخصيته تحفه اوى .,1,75
من كتر الاحداث الزفت اللى فى البلد والله الواحد حاسس بضيقه صدر ومخنوق .,1,71
من اجل الجنه تواضعوا للفقير و اسعدوا اليتيم  .,1,46
هل استغفرت اليوم . استغفر الله العظيم من كل ذنب عظيم  .,1,55
الناس اللي تقدر تخليك تضحك من قلب . هى دى الناس اللي تستاهل احترامك  .,0,70
سيبوا الناس في حالها ودعوا الخلق للخالق .,0,41
ايها الحظ الجميل مالك مش واخد بالك منى ولا ايه .,1,48
مبسوط أوي ومش عايز أي حاجة تغير مزاجي عشان كده مش هعمل أي حاجة وهسيبها ماشية كدا .,1,82
يلا بقي انا عايز اضحك شوية احكيلي موقف من مواقفك اللي بتضحكنى من قلبى .,1,71
لما ابقي بكلم حد واقول حاجة تضحك لازم يضحك بجد مش بحب المجاملة انا .,1,68
لو اذاكر الكتاب كله .هنيجى الاسئله من الفهرس و المقدمه .,1,56
اه والله حلوة جدا انا كان بقالى فترة كبيرة ماسمعتهاش و سمعتها بالصدفة من كام يوم فافتكرتها بقى .,1,96
مش عارف ايه مزاج مسيرة المهندسين فى الوقفة عن بيت اهل زوجتى السيساويين .,1,72
بقالى سنتين اعرفك بس مش بتكلم كتير . بس لما بلاقيك مكتئب بجر شكلك .,1,67
بحس الناس اللى عمالة تتمسخر وتتريق على خلق الله .ان فيهم العبر وبيحاولوا يخفوها بالتريقة على الناس .,0,100
غرفة امي بالنسبه لي هى عبارة عن مول كامل .,0,42
